"00BL001","Blackrod"
"23UC023","Broadwell"
"23UC024","Chedworth"
"23UC025","Cherington"
"23UC026","Chipping Campden"
"23UC027","Cirencester"
"23UC028","Clapton"
"23UC029","Coates"
"23UC030","Coberley"
"23UC031","Cold Aston"
"23UC032","Colesbourne"
"23UC033","Coln St. Aldwyns"
"23UC034","Coln St. Dennis"
"23UC035","Compton Abdale"
"23UC036","Condicote"
"23UC037","Cowley"
"23UC038","Cutsdean"
"23UC039","Daglingworth"
"23UC040","Didmarton"
"23UC041","Donnington"
"23UC042","Dowdeswell"
"23UC043","Down Ampney"
"23UC044","Driffield"
"23UC045","Duntisbourne Abbots"
"23UC046","Duntisbourne Rouse"
"23UC047","Eastleach"
"23UC048","Ebrington"
"23UC049","Edgeworth"
"23UC050","Elkstone"
"23UC051","Evenlode"
"23UC052","Fairford"
"23UC053","Farmington"
"23UC054","Great Rissington"
"23UC055","Guiting Power"
"23UC056","Hampnett"
"23UC057","Hatherop"
"23UC058","Hazleton"
"23UC059","Icomb"
"23UC060","Kemble"
"23UC061","Kempsford"
"23UC062","Kingscote"
"23UC063","Lechlade"
"23UC064","Little Rissington"
"23UC065","Longborough"
"23UC066","Long Newnton"
"23UC067","Lower Slaughter"
"23UC068","Maiseyhampton"
"23UC069","Maugersbury"
"23UC070","Mickleton"
"23UC071","Moreton-in-Marsh"
"23UC072","Naunton"
"23UC073","North Cerney"
"23UC074","Northleach with Eastington"
"23UC075","Notgrove"
"23UC076","Oddington"
"23UC077","Ozleworth"
"23UC078","Poole Keynes"
"23UC079","Poulton"
"23UC080","Preston"
"23UC081","Quenington"
"23UC082","Rendcomb"
"23UC083","Rodmarton"
"23UC084","Saintbury"
"23UC085","Sapperton"
"23UC086","Sevenhampton"
"23UC087","Sezincote"
"23UC088","Sherborne"
"23UC089","Shipton"
"23UC090","Shipton Moyne"
"23UC091","Siddington"
"23UC092","Somerford Keynes"
"23UC093","South Cerney"
"23UC094","Southrop"
"23UC095","Stow-on-the-Wold"
"23UC096","Swell"
"23UC097","Syde"
"23UC098","Temple Guiting"
"23UC099","Tetbury"
"23UC100","Tetbury Upton"
"23UC101","Todenham"
"23UC102","Turkdean"
"23UC103","Upper Slaughter"
"23UC104","Westcote"
"23UC105","Westonbirt with Lasborough"
"23UC106","Weston Subedge"
"23UC107","Whittington"
"23UC108","Wick Rissington"
"23UC109","Willersey"
"23UC110","Windrush"
"23UC111","Winson"
"23UC112","Winstone"
"23UC113","Withington"
"23UC114","Yanworth"
"23UC115","Upper Rissington"
"23UD001","Alvington"
"23UD002","Awre"
"23UD003","Aylburton"
"23UD004","Blaisdon"
"23UD005","Bromesberrow"
"23UD006","Churcham"
"23UD007","Cinderford"
"23UD008","Coleford"
"23UD009","Corse"
"23UD010","Drybrook"
"23UD011","Dymock"
"23UD012","English Bicknor"
"23UD013","Hartpury"
"23UD014","Hewelsfield and Brockweir"
"23UD015","Huntley"
"23UD016","Kempley"
"23UD017","Littledean"
"23UD018","Longhope"
"23UD019","Lydbrook"
"23UD020","Lydney"
"23UD021","Mitcheldean"
"23UD022","Newent"
"23UD023","Newland"
"23UD024","Newnham"
"23UD025","Oxenhall"
"23UD026","Pauntley"
"23UD027","Redmarley D'Abitot"
"23UD028","Ruardean"
"23UD029","Rudford and Highleadon"
"23UD030","Ruspidge and Soudley"
"23UD031","St. Briavels"
"23UD032","Staunton"
"23UD033","Staunton Coleford"
"23UD034","Taynton"
"23UD035","Tibberton"
"23UD036","Tidenham"
"23UD037","Upleadon"
"23UD038","Westbury-on-Severn"
"23UD039","West Dean"
"23UD040","Woolaston"
"23UD041","Gorsley and Kilcot"
"23UE002","Quedgeley"
"23UF001","Alderley"
"23UF002","Alkington"
"23UF003","Arlingham"
"23UF004","Berkeley"
"23UF005","Bisley-with-Lypiatt"
"23UF006","Brookthorpe-with-Whaddon"
"23UF007","Cainscross"
"23UF008","Cam"
"23UF009","Chalford"
"23UF010","Coaley"
"23UF011","Cranham"
"23UF012","Dursley"
"23UF013","Eastington"
"23UF014","Elmore"
"23UF015","Frampton on Severn"
"23UF016","Fretherne with Saul"
"23UF017","Frocester"
"23UF018","Ham and Stone"
"23UF019","Hamfallow"
"23UF020","Hardwicke"
"23UF021","Harescombe"
"23UF022","Haresfield"
"23UF023","Hillesley and Tresham"
"23UF024","Hinton"
"23UF025","Horsley"
"23UF026","King's Stanley"
"23UF027","Kingswood"
"23UF028","Leonard Stanley"
"23UF029","Longney and Epney"
"23UF030","Minchinhampton"
"23UF031","Miserden"
"23UF032","Moreton Valence"
"23UF033","Nailsworth"
"23UF034","North Nibley"
"23UF035","Nympsfield"
"23UF036","Owlpen"
"23UF037","Painswick"
"23UF038","Pitchcombe"
"23UF039","Randwick"
"23UF040","Rodborough"
"23UF041","Slimbridge"
"23UF042","Standish"
"23UF043","Stinchcombe"
"23UF044","Stonehouse"
"23UF045","Stroud"
"23UF046","Thrupp"
"23UF047","Uley"
"23UF048","Upton St. Leonards"
"23UF049","Whiteshill and Ruscombe"
"23UF050","Whitminster"
"23UF051","Woodchester"
"23UF052","Wotton-under-Edge"
"23UG001","Alderton"
"23UG002","Ashchurch"
"23UG003","Ashleworth"
"23UG004","Badgeworth"
"23UG005","Bishop's Cleeve"
"23UG006","Boddington"
"23UG007","Brockworth"
"23UG008","Buckland"
"23UG009","Chaceley"
"23UG010","Churchdown"
"23UG011","Deerhurst"
"23UG012","Down Hatherley"
"23UG013","Dumbleton"
"23UG014","Elmstone Hardwicke"
"23UG015","Forthampton"
"23UG016","Gotherington"
"23UG017","Great Witcombe"
"23UG018","Hasfield"
"23UG019","Hawling"
"23UG020","Highnam"
"23UG021","Hucclecote"
"23UG022","Innsworth"
"23UG023","Leigh"
"23UG024","Longford"
"23UG025","Maisemore"
"23UG026","Minsterworth"
"23UG027","Norton"
"23UG028","Oxenton"
"23UG029","Prescott"
"23UG030","Sandhurst"
"23UG031","Shurdington"
"23UG032","Snowshill"
"23UG033","Southam"
"23UG034","Stanton"
"23UG035","Stanway"
"23UG036","Staverton"
"23UG037","Stoke Orchard"
"23UG038","Sudeley"
"23UG039","Teddington"
"23UG040","Tewkesbury"
"23UG041","Tirley"
"23UG042","Toddington"
"23UG043","Twigworth"
"23UG044","Twyning"
"23UG045","Uckington"
"23UG046","Walton Cardiff"
"23UG047","Winchcombe"
"23UG048","Woodmancote"
"23UG049","Gretton"
"24UB001","Ashford Hill with Headley"
"24UB002","Ashmansworth"
"24UB003","Baughurst"
"24UB004","Bradley"
"24UB005","Bramley"
"24UB006","Burghclere"
"24UB007","Candovers"
"24UB008","Chineham"
"24UB009","Cliddesden"
"24UB010","Deane"
"24UB011","Dummer"
"24UB012","East Woodhay"
"24UB013","Ecchinswell, Sydmonton and Bishops Green"
"24UB014","Ellisfield"
"24UB015","Farleigh Wallop"
"24UB016","Hannington"
"24UB017","Hartley Wespall"
"24UB018","Herriard"
"24UB019","Highclere"
"24UB020","Hurstbourne Priors"
"24UB021","Kingsclere"
"24UB022","Laverstoke"
"24UB023","Litchfield and Woodcott"
"24UB024","Mapledurwell and Up Nately"
"24UB025","Monk Sherborne"
"24UB026","Mortimer West End"
"24UB027","Newnham"
"24UB028","Newtown"
"24UB029","North Waltham"
"24UB030","Nutley"
"24UB031","Oakley"
"24UB032","Old Basing"
"24UB033","Overton"
"24UB034","Pamber"
"24UB035","Popham"
"24UB036","Preston Candover"
"24UB037","Sherborne St. John"
"24UB038","Sherfield on Loddon"
"24UB039","Silchester"
"24UB040","St. Mary Bourne"
"24UB041","Steventon"
"24UB042","Stratfield Saye"
"24UB043","Stratfield Turgis"
"24UB044","Tadley"
"24UB045","Tunworth"
"24UB046","Upton Grey"
"24UB047","Weston Corbett"
"24UB048","Weston Patrick"
"24UB049","Whitchurch"
"24UB050","Winslade"
"24UB051","Wootton St. Lawrence"
"24UB052","Rooksdown"
"24UC001","Alton"
"24UC002","Bentley"
"24UC003","Bentworth"
"24UC004","Binsted"
"24UC005","Bramshott and Liphook"
"24UC006","Buriton"
"24UC007","Chawton"
"24UC008","Clanfield"
"24UC009","Colemore and Priors Dean"
"24UC010","East Meon"
"24UC011","East Tisted"
"24UC012","Farringdon"
"24UC013","Four Marks"
"24UC014","Froxfield"
"24UC015","Froyle"
"24UC016","Grayshott"
"24UC017","Greatham"
"24UC018","Hawkley"
"24UC019","Headley"
"24UC020","Horndean"
"24UC021","Kingsley"
"24UC022","Langrish"
"24UC023","Lasham"
"24UC024","Lindford"
"24UC025","Liss"
"24UC026","Medstead"
"24UC027","Newton Valence"
"24UC028","Petersfield"
"24UC029","Ropley"
"24UC030","Rowlands Castle"
"24UC031","Selborne"
"24UC032","Shalden"
"24UC033","Steep"
"24UC034","West Tisted"
"24UC035","Whitehill"
"24UC036","Wield"
"24UC037","Worldham"
"24UC038","Stroud"
"24UC039","Beech"
"24UD001","Botley"
"24UD002","Bursledon"
"24UD003","Fair Oak and Horton Heath"
"24UD004","Hamble-le-Rice"
"24UD005","Hedge End"
"24UD006","Hound"
"24UD007","West End"
"24UD008","Bishopstoke"
"24UG001","Bramshill"
"24UG002","Crondall"
"24UG003","Crookham Village"
"24UG004","Dogmersfield"
"24UG005","Eversley"
"24UG006","Greywell"
"24UG007","Hartley Wintney"
"24UG008","Blackwater and Hawley"
"24UG009","Heckfield"
"24UG010","Hook"
"24UG011","Long Sutton"
"24UG012","Mattingley"
"24UG013","Odiham"
"24UG014","Rotherwick"
"24UG015","South Warnborough"
"24UG016","Winchfield"
"24UG017","Yateley"
"24UJ001","Ashurst and Colbury"
"24UJ002","Beaulieu"
"24UJ003","Boldre"
"24UJ004","Bramshaw"
"24UJ005","Bransgore"
"24UJ006","Breamore"
"24UJ007","Brockenhurst"
"24UJ008","Burley"
"24UJ009","Copythorne"
"24UJ010","Damerham"
"24UJ011","Denny Lodge"
"24UJ012","East Boldre"
"24UJ013","Ellingham, Harbridge and Ibsley"
"24UJ014","Exbury and Lepe"
"24UJ015","Fawley"
"24UJ016","Fordingbridge"
"24UJ017","Hale"
"24UJ018","Hordle"
"24UJ019","Hyde"
"24UJ020","Hythe and Dibden"
"24UJ021","Lymington and Pennington"
"24UJ022","Lyndhurst"
"24UJ023","Marchwood"
"24UJ024","Martin"
"24UJ025","Milford-on-sea"
"24UJ026","Minstead"
"24UJ027","Netley Marsh"
"24UJ028","New Milton"
"24UJ029","Ringwood"
"24UJ030","Rockbourne"
"24UJ031","Sandleheath"
"24UJ032","Sopley"
"24UJ033","Sway"
"24UJ034","Totton and Eling"
"24UJ035","Whitsbury"
"24UJ036","Woodgreen"
"24UJ037","Godshill"
"24UN001","Abbotts Ann"
"24UN002","Ampfield"
"24UN003","Amport"
"24UN004","Appleshaw"
"24UN005","Ashley"
"24UN006","Awbridge"
"24UN007","Barton Stacey"
"24UN008","Bossington"
"24UN009","Braishfield"
"24UN010","Broughton"
"24UN011","Buckholt"
"24UN012","Bullington"
"24UN013","Charlton"
"24UN014","Chilbolton"
"24UN015","Chilworth"
"24UN016","East Dean"
"24UN017","East Tytherley"
"24UN018","Faccombe"
"24UN019","Frenchmoor"
"24UN020","Fyfield"
"24UN021","Goodworth Clatford"
"24UN022","Grately"
"24UN023","Houghton"
"24UN024","Hurstbourne Tarrant"
"24UN025","Kimpton"
"24UN026","Kings Somborne"
"24UN027","Leckford"
"24UN028","Linkenholt"
"24UN029","Little Somborne"
"24UN030","Lockerley"
"24UN031","Longparish"
"24UN032","Longstock"
"24UN033","Melchet Park and Plaitford"
"24UN034","Michelmersh and Timsbury"
"24UN035","Monxton"
"24UN036","Mottisfont"
"24UN037","Nether Wallop"
"24UN038","North Baddesley"
"24UN039","Nursling and Rownhams"
"24UN040","Over Wallop"
"24UN041","Penton Grafton"
"24UN042","Penton Mewsey"
"24UN043","Quarley"
"24UN044","Romsey"
"24UN045","Romsey Extra"
"24UN046","Sherfield English"
"24UN047","Shipton Bellinger"
"24UN048","Smannell"
"24UN050","Stockbridge"
"24UN051","Tangley"
"24UN052","Thruxton"
"24UN053","Upper Clatford"
"24UN054","Vernhams Dean"
"24UN055","Wellow"
"24UN056","West Tytherley"
"24UN057","Wherwell"
"24UP001","Badger Farm"
"24UP002","Beauworth"
"24UP003","Bighton"
"24UP004","Bishops Sutton"
"24UP005","Bishops Waltham"
"24UP006","Boarhunt"
"24UP007","Bramdean and Hinton Ampner"
"24UP008","Cheriton"
"24UP009","Chilcomb"
"24UP010","Colden Common"
"24UP011","Compton and Shawford"
"24UP012","Corhampton and Meonstoke"
"24UP013","Crawley"
"24UP014","Curdridge"
"24UP015","Denmead"
"24UP016","Droxford"
"24UP017","Durley"
"24UP018","Exton"
"24UP019","Hambledon"
"24UP020","Headbourne Worthy"
"24UP021","Hursley"
"24UP022","Itchen Stoke and Ovington"
"24UP023","Itchen Valley"
"24UP024","Kilmiston"
"24UP025","Kings Worthy"
"24UP026","Littleton and Harestock"
"24UP027","Micheldever"
"24UP028","New Alresford"
"24UP029","Northington"
"24UP030","Old Alresford"
"24UP031","Olivers Battery"
"24UP032","Otterbourne"
"24UP033","Owslebury"
"24UP034","Shedfield"
"24UP035","Soberton"
"24UP036","Southwick and Widley"
"24UP037","South Wonston"
"24UP038","Sparsholt"
"24UP039","Swanmore"
"24UP040","Tichborne"
"24UP041","Twyford"
"24UP042","Upham"
"24UP043","Warnford"
"24UP044","West Meon"
"24UP045","Wickham"
"24UP046","Wonston"
"24UP047","Whiteley"
"26UC001","Aldbury"
"26UC002","Berkhamsted"
"26UC003","Bovingdon"
"26UC004","Chipperfield"
"26UC005","Flamstead"
"26UC006","Flaunden"
"26UC007","Great Gaddesden"
"26UC008","Kings Langley"
"26UC009","Little Gaddesden"
"26UC010","Markyate"
"26UC011","Nash Mills"
"26UC012","Nettleden with Potten End"
"26UC013","Northchurch"
"26UC014","Tring"
"26UC015","Tring Rural"
"26UC016","Wigginton"
"26UD001","Albury"
"26UD002","Anstey"
"26UD003","Ardeley"
"26UD004","Aspenden"
"26UD005","Aston"
"26UD006","Bayford"
"26UD007","Bengeo Rural"
"26UD008","Benington"
"26UD009","Bishop's Stortford"
"26UD010","Bramfield"
"26UD011","Braughing"
"26UD012","Brent Pelham"
"26UD013","Brickendon Liberty"
"26UD014","Buckland"
"26UD015","Buntingford"
"26UD016","Cottered"
"26UD017","Datchworth"
"26UD018","Eastwick"
"26UD019","Furneux Pelham"
"26UD020","Gilston"
"26UD021","Great Amwell"
"26UD022","Great Munden"
"26UD023","Hertford"
"26UD024","Hertford Heath"
"26UD025","Hertingfordbury"
"26UD026","High Wych"
"26UD027","Hormead"
"26UD028","Hunsdon"
"26UD029","Little Berkhamsted"
"26UD030","Little Hadham"
"26UD031","Little Munden"
"26UD032","Meesden"
"26UD033","Much Hadham"
"26UD034","Sacombe"
"26UD035","Sawbridgeworth"
"26UD036","Standon"
"26UD037","Stanstead Abbots"
"26UD038","Stanstead St Margarets"
"26UD039","Stapleford"
"26UD040","Stocking Pelham"
"26UD041","Tewin"
"26UD042","Thorley"
"26UD043","Thundridge"
"26UD044","Walkern"
"26UD045","Ware"
"26UD046","Wareside"
"26UD047","Watton-at-Stone"
"26UD048","Westmill"
"26UD049","Widford"
"26UD050","Wyddial"
"26UE001","Aldenham"
"26UE002","Elstree and Borehamwood"
"26UE003","Ridge"
"26UE004","Shenley"
"26UF001","Ashwell"
"26UF002","Barkway"
"26UF003","Barley"
"26UF004","Bygrave"
"26UF005","Caldecote"
"26UF006","Clothall"
"26UF007","Codicote"
"26UF008","Graveley"
"26UF009","Hexton"
"26UF010","Hinxworth"
"26UF011","Holwell"
"26UF012","Ickleford"
"26UF013","St Ippolyts"
"26UF014","Kelshall"
"26UF015","Kimpton"
"26UF016","King's Walden"
"26UF017","Knebworth"
"26UF018","Langley"
"26UF019","Lilley"
"26UF020","Newnham"
"26UF021","Nuthampstead"
"26UF022","Offley"
"26UF023","Pirton"
"26UF024","Preston"
"26UF025","Radwell"
"26UF026","Reed"
"26UF027","Royston"
"26UF028","Rushden"
"26UF029","St Paul's Walden"
"26UF030","Sandon"
"26UF031","Therfield"
"26UF032","Wallington"
"26UF033","Weston"
"26UF034","Wymondley"
"26UG001","Colney Heath"
"26UG002","Harpenden"
"26UG003","Harpenden Rural"
"26UG004","London Colney"
"26UG005","Redbourn"
"26UG006","Sandridge"
"26UG007","St Michael"
"26UG008","St Stephen"
"26UG009","Wheathampstead"
"26UJ001","Abbots Langley"
"26UJ002","Chorleywood"
"26UJ003","Croxley Green"
"26UJ004","Sarratt"
"26UJ005","Watford Rural"
"26UL001","Ayot St Lawrence"
"26UL002","Ayot St Peter"
"26UL003","Essendon"
"26UL004","Hatfield"
"26UL005","Northaw and Cuffley"
"26UL006","North Mymms"
"26UL007","Welwyn"
"26UL008","Woolmer Green"
"29UB001","Aldington"
"29UB002","Appledore"
"29UB003","Bethersden"
"29UB004","Biddenden"
"29UB005","Bilsington"
"29UB006","Bonnington"
"29UB007","Boughton Aluph"
"29UB008","Brabourne"
"29UB009","Brook"
"29UB010","Challock"
"29UB011","Charing"
"29UB012","Chilham"
"29UB013","Crundale"
"29UB014","Eastwell"
"29UB015","Egerton"
"29UB016","Godmersham"
"29UB017","Great Chart with Singleton"
"29UB018","Hastingleigh"
"29UB019","High Halden"
"29UB020","Hothfield"
"29UB021","Kenardington"
"29UB022","Kingsnorth"
"29UB023","Little Chart"
"29UB024","Mersham"
"29UB025","Molash"
"29UB026","Newenden"
"29UB027","Orlestone"
"29UB028","Pluckley"
"29UB029","Rolvenden"
"29UB030","Ruckinge"
"29UB031","Sevington"
"29UB032","Shadoxhurst"
"29UB033","Smarden"
"29UB034","Smeeth"
"29UB035","Stanhope"
"29UB036","Stone-cum-Ebony"
"29UB037","Tenterden"
"29UB038","Warehorne"
"29UB039","Westwell"
"29UB040","Wittersham"
"29UB041","Woodchurch"
"29UB042","Wye with Hinxhill"
"29UC001","Adisham"
"29UC002","Barham"
"29UC003","Bekesbourne-with-Patrixbourne"
"29UC004","Bishopsbourne"
"29UC005","Bridge"
"29UC006","Chartham"
"29UC007","Chestfield"
"29UC008","Chislet"
"29UC009","Fordwich"
"29UC010","Hackington"
"29UC011","Harbledown"
"29UC012","Hoath"
"29UC013","Ickham and Well"
"29UC014","Kingston"
"29UC015","Littlebourne"
"29UC016","Lower Hardres"
"29UC017","Petham"
"29UC018","St. Cosmus and St. Damian in the Blean"
"29UC019","Sturry"
"29UC020","Thanington Without"
"29UC021","Upper Hardres"
"29UC022","Waltham"
"29UC023","Westbere"
"29UC024","Wickhambreaux"
"29UC025","Womenswold"
"29UC026","Herne and Broomfield"
"29UD001","Bean"
"29UD002","Darenth"
"29UD003","Longfield and New Barn"
"29UD004","Southfleet"
"29UD005","Stone"
"29UD006","Sutton-at-Hone and Hawley"
"29UD007","Swanscombe and Greenhithe"
"29UD008","Wilmington"
"29UE001","Alkham"
"29UE002","Ash"
"29UE003","Aylesham"
"29UE004","Capel-le-Ferne"
"29UE005","Denton with Wootton"
"29UE006","Eastry"
"29UE007","Eythorne"
"29UE008","Goodnestone"
"29UE009","Guston"
"29UE010","Hougham Without"
"29UE011","Langdon"
"29UE012","Lydden"
"29UE013","Nonington"
"29UE014","Northbourne"
"29UE015","Preston"
"29UE016","Ringwould with Kingsdown"
"29UE017","Ripple"
"29UE018","River"
"29UE019","St. Margaret's at Cliffe"
"29UE020","Sandwich"
"29UE021","Shepherdswell with Coldred"
"29UE022","Sholden"
"29UE023","Staple"
"29UE024","Stourmouth"
"29UE025","Sutton"
"29UE026","Temple Ewell"
"29UE027","Tilmanstone"
"29UE028","Whitfield"
"29UE029","Wingham"
"29UE030","Woodnesborough"
"29UE031","Worth"
"29UE032","Deal"
"29UE033","Dover"
"29UE034","Great Mongeham"
"29UE035","Walmer"
"29UG001","Cobham"
"29UG002","Higham"
"29UG003","Luddesdown"
"29UG004","Meopham"
"29UG005","Shorne"
"29UG006","Vigo"
"29UH001","Barming"
"29UH002","Bearsted"
"29UH003","Bicknor"
"29UH004","Boughton Malherbe"
"29UH005","Boughton Monchelsea"
"29UH006","Boxley"
"29UH007","Bredhurst"
"29UH008","Broomfield and Kingswood"
"29UH009","Chart Sutton"
"29UH010","Coxheath"
"29UH011","Detling"
"29UH012","Downswood"
"29UH013","East Farleigh"
"29UH014","East Sutton"
"29UH015","Frinsted"
"29UH016","Harrietsham"
"29UH017","Headcorn"
"29UH018","Hollingbourne"
"29UH019","Hucking"
"29UH020","Hunton"
"29UH021","Langley"
"29UH022","Leeds"
"29UH023","Lenham"
"29UH024","Linton"
"29UH025","Loose"
"29UH026","Marden"
"29UH027","Nettlestead"
"29UH028","Otham"
"29UH029","Otterden"
"29UH030","Staplehurst"
"29UH031","Stockbury"
"29UH032","Sutton Valence"
"29UH033","Teston"
"29UH034","Thurnham"
"29UH035","Tovil"
"29UH036","Ulcombe"
"29UH037","West Farleigh"
"29UH038","Wichling"
"29UH039","Wormshill"
"29UH040","Yalding"
"29UH041","Collier Street"
"29UK001","Ash-cum-Ridley"
"29UK002","Brasted"
"29UK003","Chevening"
"29UK004","Chiddingstone"
"29UK005","Cowden"
"29UK006","Crockenhill"
"29UK007","Dunton Green"
"29UK008","Edenbridge"
"29UK009","Eynsford"
"29UK010","Farningham"
"29UK011","Fawkham"
"29UK012","Halstead"
"29UK013","Hartley"
"29UK014","Hever"
"29UK015","Horton Kirby and South Darenth"
"29UK016","Kemsing"
"29UK017","Knockholt"
"29UK018","Leigh"
"29UK019","Otford"
"29UK020","Penshurst"
"29UK021","Riverhead"
"29UK022","Seal"
"29UK023","Sevenoaks"
"29UK024","Sevenoaks Weald"
"29UK025","Shoreham"
"29UK026","Sundridge with Ide Hill"
"29UK027","Swanley"
"29UK028","Westerham"
"29UK029","West Kingsdown"
"29UL001","Acrise"
"29UL002","Brenzett"
"29UL003","Brookland"
"29UL004","Burmarsh"
"29UL005","Dymchurch"
"29UL006","Elham"
"29UL007","Elmsted"
"29UL008","Hawkinge"
"29UL009","Hythe"
"29UL010","Ivychurch"
"29UL011","Lydd"
"29UL012","Lyminge"
"29UL013","Lympne"
"29UL014","Monks Horton"
"29UL015","Newchurch"
"29UL016","Newington"
"29UL017","New Romney"
"29UL018","Old Romney"
"29UL019","Paddlesworth"
"29UL020","Postling"
"29UL021","St. Mary in the Marsh"
"29UL022","Saltwood"
"29UL023","Sellindge"
"29UL024","Snargate"
"29UL025","Stanford"
"29UL026","Stelling Minnis"
"29UL027","Stowting"
"29UL028","Swingfield"
"29UL029","Folkestone"
"29UL030","Sandgate"
"29UM001","Badlesmere"
"29UM002","Bapchild"
"29UM003","Bobbing"
"29UM004","Borden"
"29UM005","Boughton under Blean"
"29UM006","Bredgar"
"29UM008","Doddington"
"29UM009","Dunkirk"
"29UM010","Eastchurch"
"29UM011","Eastling"
"29UM012","Faversham"
"29UM013","Graveney with Goodnestone"
"29UM014","Hartlip"
"29UM015","Hernhill"
"29UM016","Iwade"
"29UM017","Leaveland"
"29UM018","Leysdown"
"29UM019","Lower Halstow"
"29UM020","Luddenham"
"29UM021","Lynsted with Kingsdown"
"29UM022","Milstead"
"29UM023","Newington"
"29UM024","Newnham"
"29UM025","Norton, Buckland and Stone"
"29UM026","Oare"
"29UM027","Ospringe"
"29UM028","Queenborough"
"29UM029","Rodmersham"
"29UM030","Selling"
"29UM031","Sheldwich"
"29UM032","Stalisfield"
"29UM034","Teynham"
"29UM035","Throwley"
"29UM036","Tonge"
"29UM037","Tunstall"
"29UM038","Upchurch"
"29UM039","Warden"
"29UM040","Minster-on-Sea"
"29UN001","Acol"
"29UN002","Birchington"
"29UN003","Broadstairs and St. Peters"
"29UN004","Manston"
"29UN005","Minster"
"29UN006","Monkton"
"29UN007","St. Nicholas at Wade"
"29UN008","Sarre"
"29UN009","Cliffsend"
"29UP001","Addington"
"29UP002","Aylesford"
"29UP003","Birling"
"29UP004","Borough Green"
"29UP005","Burham"
"29UP006","Ditton"
"29UP007","East Malling and Larkfield"
"29UP008","East Peckham"
"29UP009","Hadlow"
"29UP010","Hildenborough"
"29UP011","Ightham"
"29UP012","Leybourne"
"29UP013","Mereworth"
"29UP014","Offham"
"29UP015","Platt"
"29UP016","Plaxtol"
"29UP017","Ryarsh"
"29UP018","Shipbourne"
"29UP019","Snodland"
"29UP020","Stansted"
"29UP021","Trottiscliffe"
"29UP022","Wateringbury"
"29UP023","West Malling"
"29UP024","West Peckham"
"29UP025","Wouldham"
"29UP026","Wrotham"
"29UP027","Kings Hill"
"29UQ001","Benenden"
"29UQ002","Bidborough"
"29UQ003","Brenchley"
"29UQ004","Capel"
"29UQ005","Cranbrook"
"29UQ006","Frittenden"
"29UQ007","Goudhurst"
"29UQ008","Hawkhurst"
"29UQ009","Horsmonden"
"29UQ010","Lamberhurst"
"29UQ011","Paddock Wood"
"29UQ012","Pembury"
"29UQ013","Sandhurst"
"29UQ014","Southborough"
"29UQ015","Speldhurst"
"30UD001","Briercliffe"
"30UD002","Cliviger"
"30UD003","Dunnockshaw"
"30UD004","Habergham Eaves"
"30UD005","Hapton"
"30UD006","Ightenhill"
"30UD007","Worsthorne-with-Hurstwood"
"30UD008","Padiham"
"30UE001","Adlington"
"30UE002","Anderton"
"30UE003","Anglezarke"
"30UE004","Astley Village"
"30UE005","Bretherton"
"30UE006","Brindle"
"30UE007","Charnock Richard"
"30UE008","Clayton-le-Woods"
"30UE009","Coppull"
"30UE010","Croston"
"30UE011","Cuerden"
"30UE012","Eccleston"
"30UE013","Euxton"
"30UE014","Heapey"
"30UE015","Heath Charnock"
"30UE016","Heskin"
"30UE017","Hoghton"
"30UE018","Mawdesley"
"30UE019","Rivington"
"30UE020","Ulnes Walton"
"30UE021","Wheelton"
"30UE022","Whittle-le-Woods"
"30UE023","Withnell"
"30UF001","Bryning-with-Warton"
"30UF002","Elswick"
"30UF003","Freckleton"
"30UF004","Greenhalgh-with-Thistleton"
"30UF005","Kirkham"
"30UF006","Little Eccleston-with-Larbreck"
"30UF007","Medlar-with-Wesham"
"30UF008","Newton-with-Clifton"
"30UF009","Ribby-with-Wrea"
"30UF010","Singleton"
"30UF011","Staining"
"30UF012","Treales, Roseacre and Wharles"
"30UF013","Weeton-with-Preese"
"30UF014","Westby-with-Plumptons"
"30UG001","Altham"
"30UH001","Arkholme-with-Cawood"
"30UH002","Bolton-le-Sands"
"30UH003","Borwick"
"30UH004","Burrow-with-Burrow"
"30UH005","Cantsfield"
"30UH006","Carnforth"
"30UH007","Caton-with-Littledale"
"30UH008","Claughton"
"30UH009","Cockerham"
"30UH010","Ellel"
"30UH011","Gressingham"
"30UH012","Halton-with-Aughton"
"30UH013","Heaton-with-Oxcliffe"
"30UH014","Hornby-with-Farleton"
"30UH015","Ireby"
"30UH016","Leck"
"30UH017","Melling-with-Wrayton"
"30UH018","Middleton"
"30UH019","Nether Kellet"
"30UH020","Over Kellet"
"30UH021","Overton"
"30UH022","Over Wyresdale"
"30UH023","Priest Hutton"
"30UH024","Quernmore"
"30UH025","Roeburndale"
"30UH026","Scotforth"
"30UH027","Silverdale"
"30UH028","Slyne-with-Hest"
"30UH029","Tatham"
"30UH030","Thurnham"
"30UH031","Tunstall"
"30UH032","Warton"
"30UH033","Wennington"
"30UH034","Whittington"
"30UH035","Wray-with-Botton"
"30UH036","Yealand Conyers"
"30UH037","Yealand Redmayne"
"30UJ001","Barley-with-Wheatley Booth"
"30UJ002","Barnoldswick"
"30UJ003","Barrowford"
"30UJ004","Blacko"
"30UJ005","Bracewell and Brogden"
"30UJ006","Foulridge"
"30UJ007","Goldshaw Booth"
"30UJ008","Higham-with-West Close Booth"
"30UJ009","Old Laund Booth"
"30UJ010","Reedley Hallows"
"30UJ011","Roughlee Booth"
"30UJ012","Salterforth"
